"Best4.Enterocytes","Enterocytes","Enteroendocrine","Goblet","Stem","TA"
9302,7306,10320,8872,11195,9425
1670,1504,1094,1585,1564,1538
5287,5476,6435,5672,5409,5535
4578,4244,3523,4504,4634,4678
4710,3748,4200,4708,4842,4973
6292,5003,5684,6426,5995,5710
6852,7831,6713,7864,6681,6339
2307,2554,2661,2237,2702,2744
9129,11296,12100,10285,10471,9987
6469,6394,6055,5586,6861,6908
4528,5351,4228,4554,4550,4862
4890,5179,3477,3399,3820,4080
5505,6917,4738,5621,5264,5303
5415,5796,8697,5499,5252,5336
4836,4901,6694,4681,4563,4704
4673,3190,4033,4741,4969,4703
2708,2828,2633,2429,2647,2767
1224,1569,1307,1148,1266,1409
2006,1916,2355,2088,2093,2084
2216,2477,1604,1644,2138,2195
1504,1148,1484,1392,1493,1436
1302,1262,936,1038,1369,1404
1603,2166,1233,1483,1682,1797
5074,5979,4627,5701,5314,5367
1519,1561,1261,1842,1576,1718
1140,1132,705,1216,1256,1335
2323,1366,1817,2223,2031,1885
1857,1413,3783,1663,1648,1557
2825,2279,2216,2644,2860,2870
4287,6065,5007,4566,5140,5279
7881,10083,8855,9174,9369,9365
2633,1992,4812,2989,3258,2994
4971,6084,3885,4810,4465,4834
1062,911,779,842,1038,1016
992,895,992,997,1086,985
886,924,427,829,950,977
925,852,491,827,1033,998
1392,1339,1029,1329,1395,1396
961,921,909,1014,1045,1028
2891,2480,4358,2944,2929,2728
5124,3273,6166,3893,4531,4688
5661,4792,9458,5094,5870,5854
8448,9852,9597,10553,9227,9102
8609,9220,9161,8750,9271,9273
2236,1338,1159,2082,2282,2053
8303,9226,7381,8952,8522,8647
3179,3935,2522,3354,3905,4089
7393,7381,7334,7580,7821,7471
5138,4782,7974,5440,4891,5140
14022,16509,12972,14559,14512,14643
16184,17416,15345,16417,16624,16222
22607,26124,21697,22379,22719,22717
10901,12956,13287,10703,11015,11303
12532,13419,11748,12293,12050,12630
10535,7429,4710,8333,8506,8601
4257,5070,6351,5409,4804,4693
8603,7217,10941,8687,8261,8483
7541,7208,6824,7774,7089,7102
5677,5403,5582,5512,6169,6204
9360,8648,9235,8301,9479,9353
10614,9782,6685,8725,9312,8861
9838,13394,8122,10869,9469,9881
5900,5311,6073,5684,6042,6318
1836,1896,2012,2250,1906,1874
2326,2113,1150,2670,2030,2129
2267,1289,964,1300,1448,1501
1606,1704,2077,2126,2033,1981
3112,3686,4043,3861,3536,3461
1454,1239,2587,1686,1594,1538
4225,5046,3143,6062,4644,4668
6125,7638,4896,6324,6087,5722
2564,1791,1530,1983,2124,2106
1001,940,1382,980,1199,1129
1971,1713,1530,1901,1801,1928
5257,4130,4145,4878,4608,4763
3460,2803,2531,3447,3314,3343
4005,4146,4024,4044,4281,4288
4451,4303,3996,4019,4490,4523
964,896,612,763,1008,986
850,823,631,728,986,946
938,820,464,798,923,929
2590,3684,1493,2532,2364,2544
1830,1307,2476,2062,1729,1740
7465,6153,4886,5974,6568,6179
1822,1386,1771,1720,1825,1873
1605,1267,1539,1371,1292,1304
1955,1920,1947,1702,1762,1856
1689,1718,1242,1685,1751,1791
2549,2074,1539,1996,2597,2537
4479,4294,3579,4862,4388,4708
1348,1289,2262,1181,1310,1266
3335,3055,2605,3402,3206,3288
6076,5684,8438,6993,6619,6593
4716,3859,3570,3970,3970,3915
3132,2358,3171,2465,3147,2672
7258,10183,7816,9496,8901,9498
1870,1479,2698,1491,1912,1808
3615,3825,2958,2726,3633,3546
6797,5734,9671,8450,7131,7379
10659,12448,8215,9965,10735,10905
10943,10195,10338,10793,10152,9990
6364,6264,5406,5502,6223,5931
4228,4528,3802,4508,4111,4221
1626,1161,1252,1303,1466,1443
3138,2520,3672,3714,3374,3078
4722,3957,4154,4779,4792,5065
3131,2820,3041,2745,3160,3338
7109,6993,6120,7665,6541,6613
1666,1162,1669,1691,1694,1594
4864,4419,5730,4985,4717,4797
6943,8593,5257,6903,6631,7052
7542,7467,6287,6969,7618,7443
1374,1215,1372,1336,1464,1331
1184,1131,1001,1046,1144,1191
1517,1243,2077,1487,1610,1512
3345,3013,5443,3681,3535,3710
7519,7948,6871,7415,7242,7653
5710,4807,7659,5804,6075,5640
3899,2995,3319,5649,4746,4122
5442,3936,5146,6744,5746,5603
2811,2528,2272,2409,3241,3340
20802,24483,20334,21948,21877,21659
3984,4146,3060,4517,4033,4062
4760,5356,5841,5738,5233,5170
13065,15588,11544,12580,13707,13476
4709,7360,4636,4490,4996,4822
7577,7094,7056,6600,6812,6703
5703,6813,5155,4925,5628,5415
2053,2499,2605,2543,2721,2819
1058,994,853,898,1056,1030
1802,1624,1335,1364,1737,1779
3426,2182,3245,2331,2826,2763
3785,5077,2253,3079,3728,3700
1876,1500,2086,1717,2179,1846
3884,3720,3227,3438,3644,3365
1136,1041,1892,918,1225,1095
1303,1446,1224,1250,1243,1263
2818,3069,2670,2938,2977,3068
5958,5839,6444,5488,5420,5125
5484,4386,4228,6441,4974,4777
1738,1965,2401,2205,1772,1684
3178,3510,1706,3417,3090,3211
2088,1809,2485,2079,2150,1977
6060,6425,6018,5564,6401,6534
1140,976,1020,962,1121,1019
2693,2241,1938,2524,2316,2222
3196,2449,1864,2718,2718,2540
2042,2091,1567,2210,2085,2008
1149,990,853,1262,1214,1046
2095,1945,1836,2086,2097,2012
1884,2046,1595,1695,1782,1704
1645,1756,936,1277,1416,1443
3723,3442,3301,3865,3450,3555
4958,4786,3607,4681,4485,4642
7241,6828,7640,6414,6668,6728
7237,6732,5879,6790,7285,7306
8189,6970,9587,7873,8335,8019
9641,12108,9235,9607,9713,9925
8993,7472,7956,8811,8562,8175
12687,9708,12193,12919,12087,11081
12851,12838,13574,12391,12704,12704
4568,3494,4692,4576,4337,4146
12157,13760,11905,12416,12540,12847
3051,2803,5257,3243,3338,3233
2086,1551,1502,2924,2280,2237
904,897,362,797,1054,936
911,897,621,848,1046,1012
3375,3062,2596,2955,3400,3197
5603,6087,5656,5573,5820,5927
3672,4146,2986,3968,3595,4101
2332,2173,2262,2365,2340,2332
5401,7110,4274,7127,5071,5110
4924,4747,4052,4897,5008,5113
6015,5827,4729,5069,5756,5673
3253,4924,2207,3283,3059,3170
4880,4838,4080,4642,5351,4911
1117,1197,807,975,1118,1107
878,896,612,796,984,933
1281,1149,1048,1196,1316,1283
2796,2285,2958,2699,2802,2150
3443,2250,2698,3362,3050,2738
1779,1598,1743,2054,2005,2045
1252,1070,1317,1119,1335,1139
3477,3349,3338,3838,3771,3823
1190,1124,881,1033,1138,1193
1130,1011,1233,1002,1187,1171
2579,2070,2188,2563,2467,2491
1044,982,1103,1019,1005,985
1088,1008,1456,1000,1094,1117
1584,1175,1326,1543,1574,1512
1019,906,491,906,957,930
1052,1373,733,1026,1196,1272
3144,3611,2763,3473,3502,3653
6183,7711,6249,6245,6404,6549
2043,2113,1762,1664,1665,1591
2960,3614,2012,2089,2875,3316
4845,5704,5267,4232,4895,5209
6910,9040,7640,7199,6811,7039
6878,7011,5925,6242,5515,5699
6376,5231,5016,7178,6459,5900
2732,2288,2911,2680,2763,2912
1176,1089,760,1287,1188,1202
3672,4279,3153,3593,3529,3769
984,1048,547,966,1041,1072
4610,5388,3440,3978,4934,5397
6288,5276,3885,4690,5274,5506
1435,1374,1808,1445,1469,1490
3681,4220,6147,4566,4542,4335
3319,4481,3217,3334,3634,3717
3750,5263,4321,4297,4093,3994
6138,5060,6175,6360,5860,5759
2769,2510,3839,2677,2988,2848
5115,4817,4970,4648,4997,5152
7440,8617,8790,7941,8758,8523
6995,8574,5498,6583,6915,7057
6531,7108,4358,6830,6649,6799
4362,4218,4145,4442,4158,4170
6548,5308,5897,5815,5459,5508
2821,1811,1873,1874,2351,1951
3913,2915,3069,2463,3356,3024
5575,3820,6963,4987,5650,5285
3158,2283,4182,3570,3492,3327
4691,5762,5044,4594,4937,4976
2678,3953,4089,3263,3283,3314
13623,14969,13306,12548,13472,13743
10204,10971,11164,10051,10066,9776
11470,13895,10941,11723,11886,11828
6286,7065,7362,7502,6894,6583
12213,14764,12323,13271,13004,12724
3094,2610,2995,3079,3287,3354
1281,1447,668,1109,1187,1336
2447,2243,1743,2124,2270,2256
2710,2526,2615,1910,2660,2608
3185,2518,3236,2056,2701,2664
2706,1799,7816,2142,2519,2261
7370,6870,7798,7208,7455,7498
6000,5065,4376,5438,5575,5654
4765,4805,6555,4245,5129,4994
2220,1578,2207,1645,1968,1901
2347,1725,3217,2108,2082,2038
8605,8886,5155,7262,7392,7556
1693,1476,2290,2076,1720,1810
4539,4994,7223,4835,4516,4628
7820,8825,10969,8887,8186,8253
2605,3760,2578,3024,3102,3364
4276,3663,4414,4188,4316,4676
5306,5484,6045,6410,6657,6648
3438,2227,3347,3132,2885,2874
2992,2294,6110,3433,3012,2884
4292,3328,5461,3939,4391,3893
2736,1639,5730,2653,2494,2221
1107,1094,2096,1211,1154,1090
2028,1641,2624,2357,2164,1923
1518,1347,1428,1343,1365,1435
1779,1354,1752,1572,1711,1652
1984,1725,2689,2199,2224,2130
5721,6242,7900,6500,5567,5853
4042,3544,4006,4104,4095,4018
4591,3355,3968,4702,3974,4106
2667,2441,2865,2348,2410,2621
7968,9714,9254,11163,9125,9420
5499,6010,4692,4778,5596,5819
4113,3060,5934,3905,3856,3964
1094,1246,1122,952,1142,1155
4825,4224,4265,4671,4428,4510
5514,5100,5786,5557,5445,5675
4279,2922,5471,4193,3697,3786
4616,4240,6472,4437,4465,4629
1650,1160,1521,1145,1983,1798
895,851,760,857,867,929
723,807,714,677,791,865
760,806,1001,678,773,831
821,903,640,718,887,915
792,848,399,743,855,896
1231,1108,946,1168,1283,1272
3059,2549,2476,2732,2750,2907
1180,1065,1187,1171,1174,1181
846,826,807,724,851,871
778,760,974,681,766,774
741,787,770,693,787,814
830,818,1029,746,864,851
997,893,1836,1479,1143,1103
1058,1091,1502,1260,1181,1109
1028,1009,964,1230,1107,1126
1198,1142,1354,1257,1315,1299
1344,1567,1790,1885,1449,1496
1629,1239,3449,2408,1769,1590
3178,2429,1882,2653,2759,2967
9599,9502,5517,9379,9290,9427
1924,1392,1530,1848,1900,1952
3810,5201,3598,4245,4190,4338
2075,1622,3931,2079,2079,2041
2106,2102,2096,2331,2112,2111
1386,1220,1233,1298,1474,1522
3580,4779,3264,4409,3807,3866
3437,2692,2040,3146,2862,2740
1342,1053,1446,1228,1582,1612
787,806,705,785,882,868
840,773,621,755,876,867
844,862,668,943,962,999
1080,855,1790,1589,1362,1090
1105,963,788,1071,1105,1093
884,784,723,1070,1164,1023
1097,965,788,1243,1312,1255
1071,1026,723,1033,1188,1189
1811,1481,1335,1777,1901,1900
1639,1221,1502,1413,1551,1631
952,963,974,964,1014,1040
2269,1753,3857,2559,2019,2057
3883,2758,2327,3050,3421,3569
1910,1416,1641,1587,2080,1813
4264,3482,5053,4262,3889,3890
6114,10133,7325,7072,6667,6730
6253,5850,5795,6268,6559,6670
4592,3761,3106,3232,4104,4542
1138,1129,2021,1132,1245,1341
2981,2826,3301,3124,3108,3249
1563,1548,1242,1226,1455,1481
1170,1103,964,1012,1109,1153
2298,2390,2049,2698,2439,2420
5600,5681,4886,5852,5616,5840
1113,1071,1001,1134,1183,1205
1609,1521,1854,1691,1742,1694
3271,3442,4673,3416,3388,3460
7832,8089,7288,8638,8049,7817
5313,3270,6546,5393,5132,4746
7857,6685,5387,7605,7523,7831
7320,5690,6861,6932,7211,7249
6651,7449,6287,6217,6617,6617
8567,7696,10264,8048,9008,8795
12808,12475,12082,12452,13170,13292
2713,2414,2299,3112,2694,2565
1451,1335,1864,1515,1730,1652
1254,995,779,1009,1145,1153
973,958,844,1035,1094,1080
1222,911,2272,1087,1111,1056
2795,3114,3468,2666,2502,2696
5252,8059,5739,5696,5631,5975
3211,3219,4274,2769,3146,3289
3012,2841,3996,3322,3144,3164
6612,7880,5804,6984,7089,7360
2874,1599,3301,2407,2641,2422
4191,2703,5128,3435,3615,3590
2748,2073,3134,1984,2259,2275
3532,4848,3078,3725,3659,3787
890,900,417,799,955,978
767,760,491,705,789,846
935,808,575,821,904,918
1055,958,733,1152,1123,1137
2568,2114,1836,2223,2233,2219
2568,2099,2643,3121,2967,2962
1493,1252,927,1310,1362,1366
920,869,797,797,872,963
833,878,658,763,919,964
7833,9169,7557,7653,7950,8061
7834,8117,6917,6189,7076,7408
2438,2846,5035,2124,2413,2592
4485,3700,5508,5717,5083,5108
2057,1580,3041,2217,2021,1873
5004,3738,7529,4450,4664,4592
9352,13253,7983,10066,10078,10362
2471,2009,4655,2703,2390,2316
2034,1603,1882,1740,1775,1782
4808,3776,3533,4579,4231,4298
3651,3541,5545,3960,4109,3895
3048,2895,3718,3055,3205,3097
4936,4924,6898,4967,5484,5588
1016,946,992,860,1096,1041
5929,4889,5072,4696,5376,5622
9497,8211,10107,11276,10100,10088
6192,6569,5007,7082,6400,6292
2041,1363,2031,1790,1844,1686
6702,7530,5758,7277,7194,7409
8819,7540,7019,9193,8936,8798
7069,7747,7742,7405,6681,6756
3358,2710,3468,3121,3339,3060
3126,3624,4682,3392,3639,3788
2253,2385,1892,2740,3369,3526
10284,13083,9801,11497,10848,11043
4987,5354,5350,5096,5156,5146
11317,14321,10950,12343,11767,11637
3507,2607,6175,2781,3238,3276
9715,9515,13064,9836,9521,9751
2076,1305,1975,1347,1695,1589
2561,1451,1901,1638,1946,1695
1436,1265,2114,2404,1635,1455
3451,3410,3208,3442,3453,3502
913,939,612,834,967,1030
838,850,612,887,845,912
749,845,705,751,828,925
936,890,844,881,968,1041
839,887,454,823,957,955
1404,1212,992,1112,1320,1374
3945,3751,4627,4811,4292,4550
5105,4569,8465,5166,5502,5333
4784,4712,6657,4326,5427,5172
8340,9260,8725,9175,8587,8952
5385,5568,10394,5373,5896,5991
5003,5899,5786,4748,5038,5462
4578,3895,4404,5068,4689,4405
7577,8486,5239,8106,7631,8038
5249,5587,5192,5078,4776,5274
1301,1334,1456,1625,1378,1457
1268,1106,1233,1087,1483,1375
7662,6785,6324,6626,6744,7126
10097,6931,10552,10229,10152,9979
5737,5530,5749,6364,5954,5747
10179,12974,7483,9987,10944,11397
12148,12061,10042,11269,11218,11740
11344,10936,10311,11061,11471,11615
1930,1656,1604,1817,1809,1876
1083,1148,1085,1062,1268,1209
1050,1050,677,931,1059,1137
4773,5015,4849,4738,4372,4675
9801,8858,6481,9520,8996,9481
3415,2621,4182,3111,3345,3365
3014,3507,2633,2792,2966,2904
1525,1184,1632,1358,1358,1329
1590,1143,1242,1257,1314,1310
3915,4605,3718,5069,4315,4499
5597,5889,4274,5493,6007,5848
18659,19053,16727,17881,17929,18312
8386,10916,6778,8418,8591,8935
6270,7762,6453,6862,6635,6597
9815,9663,11488,9294,10184,10225
1736,1334,2967,1536,1791,1898
2407,3000,1752,1861,2406,2625
2522,1778,2476,2319,2435,2166
2879,2217,2531,3038,2881,2751
6092,5873,4859,6049,5405,6142
4910,5052,5526,4836,4402,4546
5686,6796,5331,6093,5218,5469
2971,2065,2383,2660,2600,2530
894,980,695,832,1023,1076
3062,2326,3459,3293,2752,2850
3870,2883,3570,3729,3345,3316
7666,8061,8540,7601,7793,7913
6299,5935,4414,5272,5186,5441
9350,13555,6611,9469,9407,9558
3351,3365,2643,3617,3663,3431
1811,1238,2374,1933,1560,1521
7039,5054,6732,7614,7011,6736
10331,11592,9717,11665,10805,10639
7349,7299,6546,6539,6778,6887
6578,6835,6843,6395,7035,7174
6520,6011,5526,4911,6492,6362
8089,10022,6305,6542,7002,7242
5361,5148,5851,5074,4740,4950
6616,7011,8252,6960,7895,7492
4232,4600,5591,4200,4631,4075
6628,9187,4506,5542,6765,6860
6318,6182,6259,5591,6055,6349
4989,5085,6936,5601,5329,5292
3811,3130,3588,3757,3567,3701
7930,7039,5489,7606,6866,7119
9454,9364,7520,9355,9516,9918
2013,1767,1994,2142,1969,1982
6279,5964,5600,6191,5923,5576
2870,2226,2828,3593,2888,2817
2032,1677,1956,1651,1851,1819
1416,1972,1187,1899,1644,1655
1148,996,751,989,1050,1068
3151,3675,5090,3306,3124,3108
10863,11487,8187,9884,9686,9793
16825,16416,14390,16654,15808,16341
3918,2367,5563,2963,4209,3724
5602,6237,7566,6915,6287,5933
1461,1576,1688,1698,1653,1516
3625,3436,2717,3793,3340,3521
1063,1025,547,925,1060,1092
1960,1701,1446,1835,1820,1898
3629,3710,2745,3766,3287,3106
4114,2756,6546,3603,4540,4382
4181,3777,4460,4646,4339,4409
4279,3973,3561,5019,4222,4219
12062,10721,14641,11742,11534,11452
9901,10870,9856,9727,10169,10054
12675,13715,13704,12350,12921,13038
3683,3025,3449,3585,4194,4152
1409,1672,2049,1255,1562,1534
1065,978,946,1009,1041,1067
7022,6457,6546,6914,7107,7097
4096,4421,4006,3766,4251,4226
5762,4296,4497,5512,5104,5420
8965,9135,9374,8941,8484,8790
3163,2386,3839,3187,3154,2962
2167,1369,1558,1491,1965,1758
5554,4556,5128,4386,4583,4647
7860,8860,6546,8232,7968,8264
9144,12042,9050,10292,10081,11085
3122,3482,3069,3038,2936,3115
3868,5791,3366,4118,4035,4338
1068,951,695,912,909,1026
6025,6394,7937,6408,5476,5935
2318,2482,2791,2218,2503,2651
4082,4404,3987,4168,4001,4153
3441,3081,4006,3823,3788,3832
5319,3847,4692,3852,4812,4755
1268,1094,3700,1084,1240,1241
4523,4550,6898,4809,4276,4262
6289,6795,5535,6763,6570,6912
1950,1631,2188,2546,1942,1920
2095,1405,2596,1813,1987,1991
7005,7072,8873,7436,7144,7268
10209,8898,8456,9388,10264,10142
5077,5497,5341,5317,5846,6047
907,996,399,807,951,1017
881,879,325,743,926,942
895,883,529,880,901,972
939,918,445,843,943,1046
1238,969,927,1196,1232,1196
1273,1273,1344,1590,1360,1346
1347,1465,927,1392,1568,1696
8837,9016,7390,7219,7981,8495
16211,16706,15345,17032,16274,15934
10887,11954,10672,11728,11270,11526
3971,3045,5573,4464,4431,3811
3636,3013,3273,3256,3736,3953
9912,11775,8595,10721,9923,10472
1157,1093,964,1027,1170,1280
2864,2559,3347,2431,2780,2936
3782,2741,3134,3801,3415,3487
2513,2854,1752,2209,2678,2725
2893,2713,2272,2914,3059,2979
7301,8275,9856,10158,8037,8252
4075,3972,2439,3213,3666,3865
2613,2327,2680,2628,2576,2502
9199,8279,12592,10706,10298,10268
12562,12775,18609,15381,14452,13935
2536,1927,3060,1928,2241,2109
7099,7702,8957,6474,7217,7413
9560,6961,9179,10917,9234,8807
14022,14498,14604,14311,14198,14457
12090,11489,13380,12036,11346,11058
12341,14361,13584,14198,13328,12811
5316,4423,4525,4084,4733,4300
3860,4966,4747,3709,4297,4417
18576,20221,21168,19125,20041,19609
9625,8802,10162,9545,9289,9216
3883,2987,3088,3675,3424,3171
5516,6170,4080,5804,5608,5644
2489,2816,2828,2819,3121,2849
2956,2792,2698,2374,3181,3452
2617,1887,2429,3266,2280,2208
2416,1696,2494,2104,2178,2142
12915,11566,16755,14864,13134,12531
7646,8379,7204,7249,7614,7008
12900,15857,15012,12993,13428,13490
7258,7921,9096,6971,6984,7178
4962,5744,4414,4377,4510,4573
2166,1509,5730,3196,2206,2189
1732,1439,2012,1643,1579,1671
6242,5638,5063,6107,5829,5909
11398,10233,11034,10583,10854,10892
13665,15343,10876,12773,13042,13231
10230,11755,10709,10397,9707,9925
12500,13137,12916,12987,13032,12849
7733,6730,9309,7082,7404,7453
12179,12545,13788,13461,12876,12596
5718,5420,6129,6321,6028,5990
18612,19208,16755,18720,17897,17622
3781,4675,5693,4169,4250,4033
1795,1319,1456,1806,1703,1691
981,897,547,839,1028,936
1536,1589,1150,1466,1732,1730
3133,2479,3051,3147,3378,3200
4052,3816,2466,4347,3585,3555
8073,7450,10904,9033,8505,8652
6331,5845,5508,5777,5832,5739
2888,2248,2272,2511,2417,2769
6583,5449,7056,7177,6683,6203
8385,9072,6676,8498,8675,8044
5715,4289,5063,6397,6058,6019
5698,5233,5508,4535,5183,5444
4462,3389,4488,4201,4030,4124
3837,4225,4154,3967,3938,4220
4199,3244,3217,2725,3518,3530
2931,2469,2355,2242,2670,2724
9893,10061,10236,11640,10496,9584
6470,5339,10144,8498,6850,6330
9886,8503,12554,9869,8435,8226
22231,25214,19036,21496,20559,20986
10622,9057,10524,10846,10075,10155
7468,7292,10227,6505,7129,6996
12953,10188,10663,12202,11915,11755
7863,5521,8252,8009,7690,7383
5875,4682,7288,5498,5642,5511
15266,15665,11599,15029,15137,15504
1138,932,742,972,1050,1062
3619,5544,2930,3998,3750,3827
7843,10185,5406,9328,8693,8359
1085,1091,1085,1160,1132,1162
2393,3049,3115,2432,2667,2688
2542,2311,1947,2421,2471,2657
1506,1339,1660,1673,1581,1524
2378,2187,1910,2360,2375,2266
6328,9606,4868,6571,6347,6718
2078,1388,2522,1807,1942,1662
3954,4315,2902,3936,3773,3921
4655,3687,7826,4936,5018,4901
4388,4864,4942,4872,4348,4302
9035,10046,7473,9257,9584,9688
7299,10007,4237,7442,6695,6616
4787,4293,3421,4983,4610,4481
1436,1628,1706,2152,1767,1585
2638,1803,2735,2766,2547,2339
1214,1183,1298,1130,1198,1142
958,967,612,899,1062,1017
972,913,464,815,924,957
1161,1096,1140,1131,1154,1142
6336,8018,5795,6571,6429,6405
4257,6526,4831,4777,4837,5428
2426,2327,3051,2506,2218,2124
2487,2216,4117,2618,2806,2773
4543,4658,4312,4363,4659,4819
3357,2608,2967,2894,3694,3539
2176,1296,2541,1520,1638,1664
971,1060,816,926,1050,1080
1555,1792,2272,1324,1343,1339
1091,1153,1048,969,1064,1120
1205,1335,1966,1333,1390,1270
1327,1353,3468,1729,1563,1516
992,1001,1354,899,972,1003
3283,2162,4636,3264,3041,2932
3549,2805,4163,3890,3101,2818
3227,2572,2939,3404,3262,3232
3070,2337,3143,2781,2972,2872
9403,11775,9764,10052,9734,9251
6308,7411,5480,6053,6996,7108
6406,6601,7102,6964,7184,7102
2390,2285,2077,2352,2418,2328
2274,1328,992,1529,1524,1495
1410,1347,1827,1242,1416,1476
4888,4751,3394,3923,4278,4470
1250,1077,1252,1068,1201,1183
2825,2231,2049,1993,2288,2312
7627,9927,5712,7015,7172,7177
10573,13133,7946,11227,10226,10295
2949,2181,4321,2683,2766,2554
1091,1003,1168,1320,1137,1068
4660,4375,3421,2471,3814,4105
7595,6700,5962,7791,7432,7650
6942,4056,4636,5962,5884,5970
1526,1154,1122,2010,1501,1362
1163,1172,1140,1129,1207,1363
1183,1063,1428,1214,1204,1275
1133,1023,1103,1038,1051,1143
1158,1056,862,1033,1087,1153
1036,1236,1057,1059,1165,1227
3419,3549,3718,3103,3149,3201
988,914,686,809,1018,1021
1002,931,1298,927,1044,1035
1041,1011,705,1005,1054,1111
5377,5017,4886,4395,5285,5238
2978,2472,3273,2652,2729,2729
3427,2721,4052,3274,3520,3577
2678,2405,5007,3088,3144,2952
2140,1308,2494,2694,1917,1783
5490,4791,4441,5420,5460,5500
20644,22741,18989,20875,20074,20555
14969,17793,14205,15630,15125,15025
13660,13084,13064,14168,13653,14114
8505,8476,10376,9143,8728,8740
9299,10152,8475,9356,9518,9782
4774,4785,4905,5154,4988,4861
16643,16954,14437,16250,16602,16655
11188,11081,11674,11902,11152,11038
12090,10951,13547,12013,12441,11995
5795,5374,6120,5459,5653,5729
8637,10271,7279,9724,8680,8668
12759,12655,10784,12618,12248,12430
18762,19571,20315,18518,17935,18142
9934,10990,8938,10210,10230,10171
2204,1735,1845,2226,2473,2335
2646,2372,2550,2509,2729,2619
4281,5859,3051,5097,4644,4654
2254,2079,3143,2158,2868,2669
3636,3082,3625,3477,3416,3566
2044,1236,2049,1396,1661,1704
1714,1281,1595,1359,1414,1738
4187,4296,3774,4461,4280,4243
9790,10853,7121,8700,9060,9351
5091,4461,7028,5871,5413,5287
10501,10794,14372,11705,10872,11025
13520,17041,15114,15312,14194,14501
13299,14066,8957,12304,12192,11554
11409,12122,10542,11193,11276,11326
19527,20013,19917,19906,18453,18334
11294,10876,8985,9887,10517,10598
16523,16405,17200,17258,16706,16768
3825,3487,4859,3934,4000,3917
6644,6006,5118,6434,6461,6481
13339,13621,12833,13560,13326,13755
4789,3444,4423,4715,4766,4855
6042,4597,4896,6112,6022,5973
7907,6110,7214,6072,6297,6123
4728,3682,5183,4984,4796,4577
7973,6515,7075,6801,7341,7641
3728,2376,4673,3696,3584,3259
6096,5989,5304,6171,5746,5779
4413,5626,2911,4034,5113,5096
1326,1066,862,1180,1194,1246
2459,1986,3041,3278,2399,2461
2727,2185,4395,3612,3275,3119
5039,5474,5276,5297,5839,6032
2853,3244,2401,2413,2852,3022
2605,2764,2031,2278,2459,2595
2781,2428,2503,2708,2905,2730
3374,2541,2791,3343,2680,2792
1398,1166,1419,1335,1364,1376
3563,4711,4478,3334,3365,3538
8576,8506,7093,9181,8808,8872
4323,4064,3802,4277,4520,4595
6153,6154,4738,7297,6492,6369
3907,3007,10607,3563,3943,3908
2055,2117,4432,2018,2118,2228
2634,2675,4720,5631,4142,4014
3719,4155,3625,3942,3834,4028
2213,1603,2541,1923,2194,2157
8236,7503,8614,7792,8259,8071
8428,9546,9810,9471,8574,8377
11912,13602,9467,11416,10759,10709
7738,10419,7761,7919,8447,8398
9224,7868,9430,7217,7746,7895
5546,5246,6908,6314,5143,5208
5285,6294,5322,5011,4928,5200
2152,1579,3078,1859,1832,1813
2203,1502,1595,1827,2136,2217
5183,5721,7557,6198,5516,5525
1060,1045,872,1027,1023,1128
4994,5472,4775,4146,4651,4856
10997,11977,9671,9778,11198,11444
9751,10041,8261,10835,10449,10524
5019,3719,8567,4631,4784,5017
7071,6038,7427,5013,5965,6046
3836,2986,6917,3882,4090,4171
7878,9884,9541,8633,8372,8307
13186,14623,11275,12674,13253,12852
4989,5669,7724,5185,5449,5432
1953,1653,2401,1828,1996,2008
6906,7535,6426,7934,6799,6935
3224,4294,2976,4386,3494,3635
1589,1320,2290,1644,1757,1767
2167,2039,3013,2377,2546,2364
8803,8235,8873,8708,9262,9129
4205,3415,4618,4324,4335,4232
5845,6721,7724,5862,5916,6175
1219,1081,1122,1063,1173,1200
1685,1300,2031,1823,1498,1560
12941,12216,13333,13015,12688,12699
10102,10408,10440,9679,9881,9773
3650,3949,3338,3836,3697,3819
4500,4578,4516,4437,4810,4786
901,899,881,834,1019,960
4433,4712,3709,3963,4465,4200
1081,1049,677,956,1159,1140
1045,911,770,969,1086,1045
1773,1122,640,1234,1455,1473
1029,929,593,877,1028,1054
1402,1324,918,1322,1457,1429
832,806,362,704,841,870
851,787,445,768,1000,946
3363,2474,2466,3265,3508,3418
2416,2605,3357,2562,2561,2491
1413,1330,2123,1271,1607,1617
2066,1599,1790,1698,1909,1986
3898,3091,3208,4166,3545,3286
1935,2641,1057,1985,2112,2522
4221,3188,4302,3320,4255,4144
4782,3639,4274,4256,5020,5160
7924,9080,6713,7821,7061,7007
2300,2034,2420,2557,2673,2478
8761,6856,8809,9858,8387,8553
4796,3783,7779,4981,4574,4525
7670,8032,6963,8043,8385,7876
7510,6852,7260,7892,7400,7629
1065,1032,1140,940,1021,1058
11037,14776,9170,12761,11521,11427
15606,17779,13927,17044,14960,14750
4308,3083,4562,3403,4071,3876
7669,8379,7891,7591,7816,8373
6992,5669,9319,6523,6738,6514
5335,5503,8901,4974,5375,5764
3414,2415,2550,2984,3223,3315
3081,2087,3088,2677,3092,3070
4852,2872,5684,4998,4858,4599
8314,7548,7770,8442,8314,8342
9661,9916,7705,8685,9508,9489
10824,11677,9606,11374,10886,10637
2941,4505,3941,2855,3887,3626
4086,3532,2689,4222,3526,3591
1394,1744,1029,923,1356,1432
9693,12141,8150,10267,9266,9588
9013,9872,9217,9635,9316,8977
17295,19239,15234,16672,17297,17619
